train_number,class_type,amount
12076,1A,1200.0
12078,SL,400.0
12078,3A,640.0
12078,2A,800.0
12078,1A,1200.0
12079,SL,400.0
12079,3A,640.0
12079,2A,800.0
12079,1A,1200.0
12080,SL,400.0
12080,3A,640.0
12080,2A,800.0
12080,1A,1200.0
12081,SL,400.0
12081,3A,640.0
12081,2A,800.0
12081,1A,1200.0
12082,SL,400.0
12082,3A,640.0
12082,2A,800.0
12082,1A,1200.0
12101,SL,400.0
12101,3A,640.0
12101,2A,800.0
12101,1A,1200.0
12102,SL,400.0
12102,3A,640.0
12102,2A,800.0
12102,1A,1200.0
12103,SL,400.0
12103,3A,640.0
12103,2A,800.0
12103,1A,1200.0
12104,SL,400.0
12104,3A,640.0
12104,2A,800.0
12104,1A,1200.0
12105,SL,400.0
12105,3A,640.0
12105,2A,800.0
12105,1A,1200.0
12106,SL,400.0
12106,3A,640.0
12106,2A,800.0
12106,1A,1200.0
12109,SL,400.0
12109,3A,640.0
12109,2A,800.0
12109,1A,1200.0
12111,SL,400.0
12111,3A,640.0
12111,2A,800.0
12111,1A,1200.0
12112,SL,400.0
12112,3A,640.0
12112,2A,800.0
12112,1A,1200.0
12113,SL,400.0
12113,3A,640.0
12113,2A,800.0
12113,1A,1200.0
12114,SL,400.0
12114,3A,640.0
12114,2A,800.0
12114,1A,1200.0
12115,SL,400.0
12115,3A,640.0
12115,2A,800.0
12115,1A,1200.0
12116,SL,400.0
12116,3A,640.0
12116,2A,800.0
12116,1A,1200.0
12117,SL,400.0
12117,3A,640.0
12117,2A,800.0
12117,1A,1200.0
12119,SL,400.0
12119,3A,640.0
12119,2A,800.0
12119,1A,1200.0
12120,SL,400.0
12120,3A,640.0
12120,2A,800.0
12120,1A,1200.0
12122,SL,400.0
12122,3A,640.0
12122,2A,800.0
12122,1A,1200.0
12135,SL,400.0
12135,3A,640.0
12135,2A,800.0
12135,1A,1200.0
12136,SL,400.0
12136,3A,640.0
12136,2A,800.0
12136,1A,1200.0
12137,SL,400.0
12137,3A,640.0
12137,2A,800.0
12137,1A,1200.0
12138,SL,400.0
12138,3A,640.0
12138,2A,800.0
12138,1A,1200.0
12139,SL,400.0
12139,3A,640.0
12139,2A,800.0
12139,1A,1200.0
12139-Slip,SL,400.0
12139-Slip,3A,640.0
12139-Slip,2A,800.0
12139-Slip,1A,1200.0
12140,SL,400.0
12140,3A,640.0
12140,2A,800.0
12140,1A,1200.0
12143,SL,400.0
12143,3A,640.0
12143,2A,800.0
12143,1A,1200.0
12144,SL,400.0
12144,3A,640.0
12144,2A,800.0
12144,1A,1200.0
12148,SL,400.0
12148,3A,640.0
12148,2A,800.0
12148,1A,1200.0
12161,SL,400.0
12161,3A,640.0
12161,2A,800.0
12161,1A,1200.0
12162,SL,400.0
12162,3A,640.0
12162,2A,800.0
12162,1A,1200.0
51817,SL,400.0
51817,3A,640.0
51817,2A,800.0
51817,1A,1200.0
12123,SL,400.0
12123,3A,640.0
12123,2A,800.0
12123,1A,1200.0
12124,SL,400.0
12124,3A,640.0
12124,2A,800.0
12124,1A,1200.0
12125,SL,400.0
12125,3A,640.0
12125,2A,800.0
12125,1A,1200.0
12126,SL,400.0
12126,3A,640.0
12126,2A,800.0
12126,1A,1200.0
12127,SL,400.0
12127,3A,640.0
12127,2A,800.0
12127,1A,1200.0
12128,SL,400.0
12128,3A,640.0
12128,2A,800.0
12128,1A,1200.0
12129,SL,400.0
12129,3A,640.0
12129,2A,800.0
12129,1A,1200.0
12130,SL,400.0
12130,3A,640.0
12130,2A,800.0
12130,1A,1200.0
12131,SL,400.0
12131,3A,640.0
12131,2A,800.0
12131,1A,1200.0
12132,SL,400.0
12132,3A,640.0
12132,2A,800.0
12132,1A,1200.0
12133,SL,400.0
12133,3A,640.0
12133,2A,800.0
12133,1A,1200.0
12134,SL,400.0
12134,3A,640.0
12134,2A,800.0
12134,1A,1200.0
12141,SL,400.0
12141,3A,640.0
12141,2A,800.0
12141,1A,1200.0
12145,SL,400.0
12145,3A,640.0
12145,2A,800.0
12145,1A,1200.0
12147,SL,400.0
12147,3A,640.0
12147,2A,800.0
12147,1A,1200.0
12149,SL,400.0
12149,3A,640.0
12149,2A,800.0
12149,1A,1200.0
12150,SL,400.0
12150,3A,640.0
12150,2A,800.0
12150,1A,1200.0
12151,SL,400.0
12151,3A,640.0
12151,2A,800.0
12151,1A,1200.0
12152,SL,400.0
12152,3A,640.0
12152,2A,800.0
12152,1A,1200.0
12153,SL,400.0
12153,3A,640.0
12153,2A,800.0
12153,1A,1200.0
12154,SL,400.0
12154,3A,640.0
12154,2A,800.0
12154,1A,1200.0
12155,SL,400.0
12155,3A,640.0
12155,2A,800.0
12155,1A,1200.0
12156,SL,400.0
12156,3A,640.0
12156,2A,800.0
12156,1A,1200.0
12157,SL,400.0
12157,3A,640.0
12157,2A,800.0
12157,1A,1200.0
12158,SL,400.0
12158,3A,640.0
12158,2A,800.0
12158,1A,1200.0
12159,SL,400.0
12159,3A,640.0
12159,2A,800.0
12159,1A,1200.0
12160,SL,400.0
12160,3A,640.0
12160,2A,800.0
12160,1A,1200.0
12166,SL,400.0
12166,3A,640.0
12166,2A,800.0
12166,1A,1200.0
12167,SL,400.0
12167,3A,640.0
12167,2A,800.0
12167,1A,1200.0
12168,SL,400.0
12168,3A,640.0
12168,2A,800.0
12168,1A,1200.0
12169,SL,400.0
12169,3A,640.0
12169,2A,800.0
12169,1A,1200.0
12170,SL,400.0
12170,3A,640.0
12170,2A,800.0
12170,1A,1200.0
12171,SL,400.0
12171,3A,640.0
12171,2A,800.0
12171,1A,1200.0
12172,SL,400.0
12172,3A,640.0
12172,2A,800.0
12172,1A,1200.0
12173,SL,400.0
12173,3A,640.0
12173,2A,800.0
12173,1A,1200.0
12174,SL,400.0
12174,3A,640.0
12174,2A,800.0
12174,1A,1200.0
12177,SL,400.0
12177,3A,640.0
12177,2A,800.0
12177,1A,1200.0
12178,SL,400.0
12178,3A,640.0
12178,2A,800.0
12178,1A,1200.0
12183,SL,400.0
12183,3A,640.0
12183,2A,800.0
12183,1A,1200.0
12184,SL,400.0
12184,3A,640.0
12184,2A,800.0
12184,1A,1200.0
12185,SL,400.0
12185,3A,640.0
12185,2A,800.0
12185,1A,1200.0
12186,SL,400.0
12186,3A,640.0
12186,2A,800.0
12186,1A,1200.0
12187,SL,400.0
12187,3A,640.0
12187,2A,800.0
12187,1A,1200.0
12188,SL,400.0
12188,3A,640.0
12188,2A,800.0
12188,1A,1200.0
12194,SL,400.0
12194,3A,640.0
12194,2A,800.0
12194,1A,1200.0
12195,SL,400.0
12195,3A,640.0
12195,2A,800.0
12195,1A,1200.0
12196,SL,400.0
12196,3A,640.0
12196,2A,800.0
12196,1A,1200.0
53444,SL,400.0
53444,3A,640.0
53444,2A,800.0
53444,1A,1200.0
12176,SL,400.0
12176,3A,640.0
12176,2A,800.0
12176,1A,1200.0
12179,SL,400.0
12179,3A,640.0
12179,2A,800.0
12179,1A,1200.0
12180,SL,400.0
12180,3A,640.0
12180,2A,800.0
12180,1A,1200.0
12190,SL,400.0
12190,3A,640.0
12190,2A,800.0
12190,1A,1200.0
12191,SL,400.0
12191,3A,640.0
12191,2A,800.0
12191,1A,1200.0
12192,SL,400.0
12192,3A,640.0
12192,2A,800.0
12192,1A,1200.0
12197,SL,400.0
12197,3A,640.0
12197,2A,800.0
12197,1A,1200.0
12198,SL,400.0
12198,3A,640.0
12198,2A,800.0
12198,1A,1200.0
12201,SL,400.0
12201,3A,640.0
12201,2A,800.0
12201,1A,1200.0
12202,SL,400.0
12202,3A,640.0
12202,2A,800.0
12202,1A,1200.0
12203,SL,400.0
12203,3A,640.0
12203,2A,800.0
12203,1A,1200.0
12204,SL,400.0
12204,3A,640.0
12204,2A,800.0
12204,1A,1200.0
12205,SL,400.0
12205,3A,640.0
12205,2A,800.0
12205,1A,1200.0
12206,SL,400.0
12206,3A,640.0
12206,2A,800.0
12206,1A,1200.0
12207,SL,400.0
12207,3A,640.0
12207,2A,800.0
12207,1A,1200.0
12208,SL,400.0
12208,3A,640.0
12208,2A,800.0
12208,1A,1200.0
12209,SL,400.0
12209,3A,640.0
12209,2A,800.0
12209,1A,1200.0
12210,SL,400.0
12210,3A,640.0
12210,2A,800.0
12210,1A,1200.0
12211,SL,400.0
12211,3A,640.0
12211,2A,800.0
12211,1A,1200.0
12212,SL,400.0
12212,3A,640.0
12212,2A,800.0
12212,1A,1200.0
12213,SL,400.0
12213,3A,640.0
12213,2A,800.0
12213,1A,1200.0
12214,SL,400.0
12214,3A,640.0
12214,2A,800.0
12214,1A,1200.0
12215,SL,400.0
12215,3A,640.0
12215,2A,800.0
12215,1A,1200.0
12216,SL,400.0
12216,3A,640.0
12216,2A,800.0
12216,1A,1200.0
12217,SL,400.0
12217,3A,640.0
12217,2A,800.0
12217,1A,1200.0
12218,SL,400.0
12218,3A,640.0
12218,2A,800.0
12218,1A,1200.0
12219,SL,400.0
12219,3A,640.0
12219,2A,800.0
12219,1A,1200.0
12220,SL,400.0
12220,3A,640.0
12220,2A,800.0
12220,1A,1200.0
12222,SL,400.0
12222,3A,640.0
12222,2A,800.0
12222,1A,1200.0
12223,SL,400.0
12223,3A,640.0
12223,2A,800.0
12223,1A,1200.0
12224,SL,400.0
12224,3A,640.0
12224,2A,800.0
12224,1A,1200.0
12225,SL,400.0
12225,3A,640.0
12225,2A,800.0
12225,1A,1200.0
12226,SL,400.0
12226,3A,640.0
12226,2A,800.0
12226,1A,1200.0
12228,SL,400.0
12228,3A,640.0
12228,2A,800.0
12228,1A,1200.0
12229,SL,400.0
12229,3A,640.0
12229,2A,800.0
12229,1A,1200.0
12230,SL,400.0
12230,3A,640.0
12230,2A,800.0
12230,1A,1200.0
12231,SL,400.0
12231,3A,640.0
12231,2A,800.0
12231,1A,1200.0
12232,SL,400.0
12232,3A,640.0
12232,2A,800.0
12232,1A,1200.0
12233,SL,400.0
12233,3A,640.0
12233,2A,800.0
12233,1A,1200.0
12239,SL,400.0
12239,3A,640.0
12239,2A,800.0
12239,1A,1200.0
12260,SL,400.0
12260,3A,640.0
12260,2A,800.0
12260,1A,1200.0
12271,SL,400.0
12271,3A,640.0
12271,2A,800.0
12271,1A,1200.0
12273,SL,400.0
12273,3A,640.0
12273,2A,800.0
12273,1A,1200.0
12274,SL,400.0
12274,3A,640.0
12274,2A,800.0
12274,1A,1200.0
40029,SL,400.0
40029,3A,640.0
40029,2A,800.0
40029,1A,1200.0
56394,SL,400.0
56394,3A,640.0
56394,2A,800.0
56394,1A,1200.0
12234,SL,400.0
12234,3A,640.0
12234,2A,800.0
12234,1A,1200.0
12235,SL,400.0
12235,3A,640.0
12235,2A,800.0
12235,1A,1200.0
12236,SL,400.0
12236,3A,640.0
12236,2A,800.0
12236,1A,1200.0
12237,SL,400.0
12237,3A,640.0
12237,2A,800.0
12237,1A,1200.0
12238,SL,400.0
12238,3A,640.0
12238,2A,800.0
12238,1A,1200.0
12241,SL,400.0
12241,3A,640.0
12241,2A,800.0
12241,1A,1200.0
12242,SL,400.0
12242,3A,640.0
12242,2A,800.0
12242,1A,1200.0
12243,SL,400.0
12243,3A,640.0
12243,2A,800.0
12243,1A,1200.0
12244,SL,400.0
12244,3A,640.0
12244,2A,800.0
12244,1A,1200.0
12245,SL,400.0
12245,3A,640.0
12245,2A,800.0
12245,1A,1200.0
12251,SL,400.0
12251,3A,640.0
12251,2A,800.0
12251,1A,1200.0
12252,SL,400.0
12252,3A,640.0
12252,2A,800.0
12252,1A,1200.0
12253,SL,400.0
12253,3A,640.0
12253,2A,800.0
12253,1A,1200.0
12254,SL,400.0
12254,3A,640.0
12254,2A,800.0
12254,1A,1200.0
12261,SL,400.0
12261,3A,640.0
12261,2A,800.0
12261,1A,1200.0
12262,SL,400.0
12262,3A,640.0
12262,2A,800.0
12262,1A,1200.0
12264,SL,400.0
12264,3A,640.0
12264,2A,800.0
12264,1A,1200.0
12265,SL,400.0
12265,3A,640.0
12265,2A,800.0
12265,1A,1200.0
12266,SL,400.0
12266,3A,640.0
12266,2A,800.0
12266,1A,1200.0
12267,SL,400.0
12267,3A,640.0
12267,2A,800.0
12267,1A,1200.0
12268,SL,400.0
12268,3A,640.0
12268,2A,800.0
12268,1A,1200.0
12269,SL,400.0
12269,3A,640.0
12269,2A,800.0
12269,1A,1200.0
12270,SL,400.0
12270,3A,640.0
12270,2A,800.0
12270,1A,1200.0
12272,SL,400.0
12272,3A,640.0
12272,2A,800.0
12272,1A,1200.0
12275,SL,400.0
12275,3A,640.0
12275,2A,800.0
12275,1A,1200.0
12276,SL,400.0
12276,3A,640.0
12276,2A,800.0
12276,1A,1200.0
12277,SL,400.0
12277,3A,640.0
12277,2A,800.0
12277,1A,1200.0
12301,SL,400.0
12301,3A,640.0
12301,2A,800.0
12301,1A,1200.0
12303,SL,400.0
12303,3A,640.0
12303,2A,800.0
12303,1A,1200.0
12307,SL,400.0
12307,3A,640.0
12307,2A,800.0
12307,1A,1200.0
12307-Slip,SL,400.0
12307-Slip,3A,640.0
12307-Slip,2A,800.0
12307-Slip,1A,1200.0
12311,SL,400.0
12311,3A,640.0
12311,2A,800.0
12311,1A,1200.0
12313,SL,400.0
12313,3A,640.0
12313,2A,800.0
12313,1A,1200.0
12314,SL,400.0
12314,3A,640.0
12314,2A,800.0
12314,1A,1200.0
12316,SL,400.0
12316,3A,640.0
12316,2A,800.0
12316,1A,1200.0
12318,SL,400.0
12318,3A,640.0
12318,2A,800.0
12318,1A,1200.0
12320,SL,400.0
12320,3A,640.0
12320,2A,800.0
12320,1A,1200.0
12325,SL,400.0
12325,3A,640.0
12325,2A,800.0
12325,1A,1200.0
12326,SL,400.0
12326,3A,640.0
12326,2A,800.0
12326,1A,1200.0
12327,SL,400.0
12327,3A,640.0
12327,2A,800.0
12327,1A,1200.0
12329,SL,400.0
12329,3A,640.0
12329,2A,800.0
12329,1A,1200.0
12330,SL,400.0
12330,3A,640.0
12330,2A,800.0
12330,1A,1200.0
12331,SL,400.0
12331,3A,640.0
12331,2A,800.0
12331,1A,1200.0
15941,SL,400.0
15941,3A,640.0
15941,2A,800.0
15941,1A,1200.0
40031,SL,400.0
40031,3A,640.0
40031,2A,800.0
40031,1A,1200.0
55334,SL,400.0
55334,3A,640.0
55334,2A,800.0
55334,1A,1200.0
63566,SL,400.0
63566,3A,640.0
63566,2A,800.0
63566,1A,1200.0
12278,SL,400.0
12278,3A,640.0
12278,2A,800.0
12278,1A,1200.0
12279,SL,400.0
12279,3A,640.0
12279,2A,800.0
12279,1A,1200.0
12280,SL,400.0
12280,3A,640.0
12280,2A,800.0
12280,1A,1200.0
12281,SL,400.0
12281,3A,640.0
12281,2A,800.0
12281,1A,1200.0
12282,SL,400.0
12282,3A,640.0
12282,2A,800.0
12282,1A,1200.0
12284,SL,400.0
12284,3A,640.0
12284,2A,800.0
12284,1A,1200.0
12287,SL,400.0
12287,3A,640.0
12287,2A,800.0
12287,1A,1200.0
12289,SL,400.0
12289,3A,640.0
12289,2A,800.0
12289,1A,1200.0
12290,SL,400.0
12290,3A,640.0
12290,2A,800.0
12290,1A,1200.0
12291,SL,400.0
12291,3A,640.0
12291,2A,800.0
12291,1A,1200.0
12292,SL,400.0
12292,3A,640.0
12292,2A,800.0
12292,1A,1200.0
12295,SL,400.0
12295,3A,640.0
12295,2A,800.0
12295,1A,1200.0
12296,SL,400.0
12296,3A,640.0
12296,2A,800.0
12296,1A,1200.0
12302,SL,400.0
12302,3A,640.0
12302,2A,800.0
12302,1A,1200.0
12304,SL,400.0
12304,3A,640.0
12304,2A,800.0
12304,1A,1200.0
12305,SL,400.0
12305,3A,640.0
12305,2A,800.0
12305,1A,1200.0
12306,SL,400.0
12306,3A,640.0
12306,2A,800.0
12306,1A,1200.0
12308,SL,400.0
12308,3A,640.0
12308,2A,800.0
12308,1A,1200.0
12309,SL,400.0
12309,3A,640.0
12309,2A,800.0
12309,1A,1200.0
12310,SL,400.0
12310,3A,640.0
12310,2A,800.0
12310,1A,1200.0
12312,SL,400.0
12312,3A,640.0
12312,2A,800.0
12312,1A,1200.0
12321,SL,400.0
12321,3A,640.0
12321,2A,800.0
12321,1A,1200.0
12322,SL,400.0
12322,3A,640.0
12322,2A,800.0
12322,1A,1200.0
12323,SL,400.0
12323,3A,640.0
12323,2A,800.0
12323,1A,1200.0
12324,SL,400.0
12324,3A,640.0
12324,2A,800.0
12324,1A,1200.0
12328,SL,400.0
12328,3A,640.0
12328,2A,800.0
12328,1A,1200.0
12332,SL,400.0
12332,3A,640.0
12332,2A,800.0
12332,1A,1200.0
12333,SL,400.0
12333,3A,640.0
12333,2A,800.0
12333,1A,1200.0
12339,SL,400.0
12339,3A,640.0
12339,2A,800.0
12339,1A,1200.0
12340,SL,400.0
12340,3A,640.0
12340,2A,800.0
12340,1A,1200.0
12343-Slip,SL,400.0
12343-Slip,3A,640.0
12343-Slip,2A,800.0
12343-Slip,1A,1200.0
12344,SL,400.0
12344,3A,640.0
12344,2A,800.0
12344,1A,1200.0
12355,SL,400.0
12355,3A,640.0
12355,2A,800.0
12355,1A,1200.0
12359,SL,400.0
12359,3A,640.0
12359,2A,800.0
12359,1A,1200.0
12363,SL,400.0
12363,3A,640.0
12363,2A,800.0
12363,1A,1200.0
12367,SL,400.0
12367,3A,640.0
12367,2A,800.0
12367,1A,1200.0
12377,SL,400.0
12377,3A,640.0
12377,2A,800.0
12377,1A,1200.0
12378,SL,400.0
12378,3A,640.0
12378,2A,800.0
12378,1A,1200.0
12379,SL,400.0
12379,3A,640.0
12379,2A,800.0
12379,1A,1200.0
12383,SL,400.0
12383,3A,640.0
12383,2A,800.0
12383,1A,1200.0
12384,SL,400.0
12384,3A,640.0
12384,2A,800.0
12384,1A,1200.0
12757,SL,400.0
12757,3A,640.0
12757,2A,800.0
12757,1A,1200.0
12758,SL,400.0
12758,3A,640.0
12758,2A,800.0
12758,1A,1200.0
17488,SL,400.0
17488,3A,640.0
17488,2A,800.0
17488,1A,1200.0
19065,SL,400.0
19065,3A,640.0
19065,2A,800.0
19065,1A,1200.0
54552,SL,400.0
54552,3A,640.0
54552,2A,800.0
54552,1A,1200.0
56041,SL,400.0
56041,3A,640.0
56041,2A,800.0
56041,1A,1200.0
57200,SL,400.0
57200,3A,640.0
57200,2A,800.0
57200,1A,1200.0
12246,SL,400.0
12246,3A,640.0
12246,2A,800.0
12246,1A,1200.0
12334,SL,400.0
12334,3A,640.0
12334,2A,800.0
12334,1A,1200.0
12337,SL,400.0
12337,3A,640.0
12337,2A,800.0
12337,1A,1200.0
12338,SL,400.0
12338,3A,640.0
12338,2A,800.0
12338,1A,1200.0
12341,SL,400.0
12341,3A,640.0
12341,2A,800.0
12341,1A,1200.0
12342,SL,400.0
12342,3A,640.0
12342,2A,800.0
12342,1A,1200.0
12345,SL,400.0
12345,3A,640.0
12345,2A,800.0
12345,1A,1200.0
12347,SL,400.0
12347,3A,640.0
12347,2A,800.0
12347,1A,1200.0
12348,SL,400.0
12348,3A,640.0
12348,2A,800.0
12348,1A,1200.0
12351,SL,400.0
12351,3A,640.0
12351,2A,800.0
12351,1A,1200.0
12352,SL,400.0
12352,3A,640.0
12352,2A,800.0
12352,1A,1200.0
12356,SL,400.0
12356,3A,640.0
12356,2A,800.0
12356,1A,1200.0
12357,SL,400.0
12357,3A,640.0
12357,2A,800.0
12357,1A,1200.0
12358,SL,400.0
12358,3A,640.0
12358,2A,800.0
12358,1A,1200.0
12360,SL,400.0
12360,3A,640.0
12360,2A,800.0
12360,1A,1200.0
12361,SL,400.0
12361,3A,640.0
12361,2A,800.0
12361,1A,1200.0
12362,SL,400.0
12362,3A,640.0
12362,2A,800.0
12362,1A,1200.0
12364,SL,400.0
12364,3A,640.0
12364,2A,800.0
12364,1A,1200.0
12365,SL,400.0
12365,3A,640.0
12365,2A,800.0
12365,1A,1200.0
12366,SL,400.0
12366,3A,640.0
12366,2A,800.0
12366,1A,1200.0
12369,SL,400.0
12369,3A,640.0
12369,2A,800.0
12369,1A,1200.0
12370,SL,400.0
12370,3A,640.0
12370,2A,800.0
12370,1A,1200.0
12381,SL,400.0
12381,3A,640.0
12381,2A,800.0
12381,1A,1200.0
12382,SL,400.0
12382,3A,640.0
12382,2A,800.0
12382,1A,1200.0
12389,SL,400.0
12389,3A,640.0
12389,2A,800.0
12389,1A,1200.0
12390,SL,400.0
12390,3A,640.0
12390,2A,800.0
12390,1A,1200.0
12391,SL,400.0
12391,3A,640.0
12391,2A,800.0
12391,1A,1200.0
12392,SL,400.0
12392,3A,640.0
12392,2A,800.0
12392,1A,1200.0
12396,SL,400.0
12396,3A,640.0
12396,2A,800.0
12396,1A,1200.0
12404,SL,400.0
12404,3A,640.0
12404,2A,800.0
12404,1A,1200.0
12408,SL,400.0
12408,3A,640.0
12408,2A,800.0
12408,1A,1200.0
12410,SL,400.0
12410,3A,640.0
12410,2A,800.0
12410,1A,1200.0
12411,SL,400.0
12411,3A,640.0
12411,2A,800.0
12411,1A,1200.0
12412,SL,400.0
12412,3A,640.0
12412,2A,800.0
12412,1A,1200.0
12413,SL,400.0
12413,3A,640.0
12413,2A,800.0
12413,1A,1200.0
12414,SL,400.0
12414,3A,640.0
12414,2A,800.0
12414,1A,1200.0
12419,SL,400.0
12419,3A,640.0
12419,2A,800.0
12419,1A,1200.0
12420,SL,400.0
12420,3A,640.0
12420,2A,800.0
12420,1A,1200.0
12423,SL,400.0
12423,3A,640.0
12423,2A,800.0
12423,1A,1200.0
12427,SL,400.0
12427,3A,640.0
12427,2A,800.0
12427,1A,1200.0
12428,SL,400.0
12428,3A,640.0
12428,2A,800.0
12428,1A,1200.0
12431,SL,400.0
12431,3A,640.0
12431,2A,800.0
12431,1A,1200.0
12432,SL,400.0
12432,3A,640.0
12432,2A,800.0
12432,1A,1200.0
12437,SL,400.0
12437,3A,640.0
12437,2A,800.0
12437,1A,1200.0
12438,SL,400.0
12438,3A,640.0
12438,2A,800.0
12438,1A,1200.0
12439,SL,400.0
12439,3A,640.0
12439,2A,800.0
12439,1A,1200.0
12440,SL,400.0
12440,3A,640.0
12440,2A,800.0
12440,1A,1200.0
40001,SL,400.0
40001,3A,640.0
40001,2A,800.0
40001,1A,1200.0
12397,SL,400.0
12397,3A,640.0
12397,2A,800.0
12397,1A,1200.0
12398,SL,400.0
12398,3A,640.0
12398,2A,800.0
12398,1A,1200.0
12401,SL,400.0
12401,3A,640.0
12401,2A,800.0
12401,1A,1200.0
12402,SL,400.0
12402,3A,640.0
12402,2A,800.0
12402,1A,1200.0
12405,SL,400.0
12405,3A,640.0
12405,2A,800.0
12405,1A,1200.0
12406,SL,400.0
12406,3A,640.0
12406,2A,800.0
12406,1A,1200.0
12415,SL,400.0
12415,3A,640.0
12415,2A,800.0
12415,1A,1200.0
12416,SL,400.0
12416,3A,640.0
12416,2A,800.0
12416,1A,1200.0
12417,SL,400.0
12417,3A,640.0
12417,2A,800.0
12417,1A,1200.0
12418,SL,400.0
12418,3A,640.0
12418,2A,800.0
12418,1A,1200.0
12424,SL,400.0
12424,3A,640.0
12424,2A,800.0
12424,1A,1200.0
12425,SL,400.0
12425,3A,640.0
12425,2A,800.0
12425,1A,1200.0
12426,SL,400.0
12426,3A,640.0
12426,2A,800.0
12426,1A,1200.0
12429,SL,400.0
12429,3A,640.0
12429,2A,800.0
12429,1A,1200.0
12430,SL,400.0
12430,3A,640.0
12430,2A,800.0
12430,1A,1200.0
12433,SL,400.0
12433,3A,640.0
12433,2A,800.0
12433,1A,1200.0
12435,SL,400.0
12435,3A,640.0
12435,2A,800.0
12435,1A,1200.0
12436,SL,400.0
12436,3A,640.0
12436,2A,800.0
12436,1A,1200.0
12441,SL,400.0
12441,3A,640.0
12441,2A,800.0
12441,1A,1200.0
12442,SL,400.0
12442,3A,640.0
12442,2A,800.0
12442,1A,1200.0
12445,SL,400.0
12445,3A,640.0
12445,2A,800.0
12445,1A,1200.0
12446,SL,400.0
12446,3A,640.0
12446,2A,800.0
12446,1A,1200.0
12447,SL,400.0
12447,3A,640.0
12447,2A,800.0
12447,1A,1200.0
12448,SL,400.0
12448,3A,640.0
12448,2A,800.0
12448,1A,1200.0
12497,SL,400.0
12497,3A,640.0
12497,2A,800.0
12497,1A,1200.0
12455,SL,400.0
12455,3A,640.0
12455,2A,800.0
12455,1A,1200.0
12456,SL,400.0
12456,3A,640.0
12456,2A,800.0
12456,1A,1200.0
12457,SL,400.0
12457,3A,640.0
12457,2A,800.0
12457,1A,1200.0
12458,SL,400.0
12458,3A,640.0
12458,2A,800.0
12458,1A,1200.0
12468,SL,400.0
12468,3A,640.0
12468,2A,800.0
12468,1A,1200.0
12472,SL,400.0
12472,3A,640.0
12472,2A,800.0
12472,1A,1200.0
12475,SL,400.0
12475,3A,640.0
12475,2A,800.0
12475,1A,1200.0
12476,SL,400.0
12476,3A,640.0
12476,2A,800.0
12476,1A,1200.0
12477,SL,400.0
12477,3A,640.0
12477,2A,800.0
12477,1A,1200.0
12479,SL,400.0
12479,3A,640.0
12479,2A,800.0
12479,1A,1200.0
12480,SL,400.0
12480,3A,640.0
12480,2A,800.0
12480,1A,1200.0
12485,SL,400.0
12485,3A,640.0
12485,2A,800.0
12485,1A,1200.0
12486,SL,400.0
12486,3A,640.0
12486,2A,800.0
12486,1A,1200.0
12487,SL,400.0
12487,3A,640.0
12487,2A,800.0
12487,1A,1200.0
12489,SL,400.0
12489,3A,640.0
12489,2A,800.0
12489,1A,1200.0
12490,SL,400.0
12490,3A,640.0
12490,2A,800.0
12490,1A,1200.0
12491,SL,400.0
12491,3A,640.0
12491,2A,800.0
12491,1A,1200.0
12492,SL,400.0
12492,3A,640.0
12492,2A,800.0
12492,1A,1200.0
12496,SL,400.0
12496,3A,640.0
12496,2A,800.0
12496,1A,1200.0
16359,SL,400.0
16359,3A,640.0
16359,2A,800.0
16359,1A,1200.0
22607,SL,400.0
22607,3A,640.0
22607,2A,800.0
22607,1A,1200.0
53446,SL,400.0
53446,3A,640.0
53446,2A,800.0
53446,1A,1200.0
12449,SL,400.0
12449,3A,640.0
12449,2A,800.0
12449,1A,1200.0
12450,SL,400.0
12450,3A,640.0
12450,2A,800.0
12450,1A,1200.0
12451,SL,400.0
12451,3A,640.0
12451,2A,800.0
12451,1A,1200.0
12452,SL,400.0
12452,3A,640.0
12452,2A,800.0
12452,1A,1200.0
12453,SL,400.0
12453,3A,640.0
12453,2A,800.0
12453,1A,1200.0
12454,SL,400.0
12454,3A,640.0
12454,2A,800.0
12454,1A,1200.0
12459,SL,400.0
12459,3A,640.0
12459,2A,800.0
12459,1A,1200.0
12460,SL,400.0
12460,3A,640.0
12460,2A,800.0
12460,1A,1200.0
12461,SL,400.0
12461,3A,640.0
12461,2A,800.0
12461,1A,1200.0
12462,SL,400.0
12462,3A,640.0
12462,2A,800.0
12462,1A,1200.0
12464,SL,400.0
12464,3A,640.0
12464,2A,800.0
12464,1A,1200.0
12465,SL,400.0
12465,3A,640.0
12465,2A,800.0
12465,1A,1200.0
12466,SL,400.0
12466,3A,640.0
12466,2A,800.0
12466,1A,1200.0
12469,SL,400.0
12469,3A,640.0
12469,2A,800.0
12469,1A,1200.0
12470,SL,400.0
12470,3A,640.0
12470,2A,800.0
12470,1A,1200.0
12473,SL,400.0
12473,3A,640.0
12473,2A,800.0
12473,1A,1200.0
12474,SL,400.0
12474,3A,640.0
12474,2A,800.0
12474,1A,1200.0
12478,SL,400.0
12478,3A,640.0
12478,2A,800.0
12478,1A,1200.0
12481,SL,400.0
12481,3A,640.0
12481,2A,800.0
12481,1A,1200.0
12482,SL,400.0
12482,3A,640.0
12482,2A,800.0
12482,1A,1200.0
12484,SL,400.0
12484,3A,640.0
12484,2A,800.0
